■ 월별 박스오피스,,,,,,,,,,,,
- 조회일: 2022-01-20,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,
▶ 검색조건 [ 조회기간: 202101~202106   영화구분: 전체   국적: 전체   지역: 전체 ],,,,,,,,,,,,
,,,,,,,,,,,,
● 2021년 06월,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
,,,,점유율 ,,,,,,,,
569,2021 첫 섹스,2021-03-27,"2,000",0.0%,"2,000",1,1,1,1,한국,한국,케이엘 픽쳐스
569,초대받은 배달부 무삭제판,2021-03-18,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,선셋 시네마
569,욕구 터진 며느리들,2021-03-24,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
569,거유 와이프:남편 대신 상사와,2021-03-24,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
569,거유녀의 젖어버린 작업복,2021-03-24,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
569,처제의 뜨거운 속살,2021-03-24,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
569,잔뜩 쌓인 음탕한 과부,,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
569,노브라의 거유녀:후배 아내,,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
569,악녀의 악연,2021-03-31,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
569,콘플릭트:비열한 거래,2021-03-31,"6,000",0.0%,"6,000",1,1,1,1,일본,일본,(주)영진크리에이티브
569,착한 처형 : 마지막 여행 무삭제,2021-03-27,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,뷰소프트
569,내로남불 무삭제판,2021-03-30,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영진크리에이티브
569,동생의 여친을 탐하다,2021-03-24,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)영화사히트
569,여선생4,2021-03-10,"1,000",0.0%,"1,000",1,1,1,1,한국,한국,(주)영화사히트
569,미용실 : 특별한 서비스 5,2021-03-08,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
569,스카이라인: 라스트 워,2021-03-08,"1,000",0.0%,"1,000",1,1,1,1,미국,미국,(주)영화사 안다미로
569,주짓수,2021-03-01,"1,000",0.0%,"1,000",1,1,1,1,미국,미국,(주)영화사 안다미로
569,21살승하의아이돌비밀일기,2021-03-08,"5,000",0.0%,"5,000",1,1,1,1,한국,한국,스마일컨텐츠
569,노 맨스 랜드,2021-03-22,"1,000",0.0%,"1,000",1,1,1,1,미국,미국,(주)영화사 안다미로
569,비뇨기과 여의사들 3 무삭제,2021-03-08,"6,000",0.0%,"6,000",1,1,1,1,한국,한국,(주)영화사가을
569,300: 전사의 귀환,2021-03-22,"1,000",0.0%,"1,000",1,1,1,1,미국,미국,(주)영화사 안다미로
569,하드 킬,,"5,000",0.0%,"5,000",1,1,1,1,미국,미국,
669,초미의 관심사,2020-05-27,0,0.0%,"128,865,360",0,"16,160",1,1,한국,한국,(주)트리플픽쳐스
669,홍길동,1967-01-21,0,0.0%,"272,000",0,68,1,2,한국,한국,
669,모텔 선인장,1997-10-25,0,0.0%,0,0,0,1,2,한국,한국,한국영상투자개발(주)
669,파업전야,1990-03-28,0,0.0%,"15,339,180",0,"2,005",1,2,한국,한국,(주)리틀빅픽쳐스
669,시집가는 날,1957-02-11,0,0.0%,"2,928,500",0,"2,002",1,2,한국,한국,
합계,,,"30,158,665,300",,"530,921,768,100","3,256,510","69,166,960","19,769","327,161",,,
,,,,,,,,,,,,
● 2021년 02월,,,,,,,,,,,,
순위,영화명,개봉일,매출액 ,매출액,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,배급사 
,,,,점유율 ,,,,,,,,
1,소울,2021-01-20,"9,474,663,770",33.0%,"17,410,970,680","1,005,634","1,880,633","1,439","79,149",미국,미국,월트디즈니컴퍼니코리아 유한책임회사
2,극장판 귀멸의 칼날: 무한열차편,2021-01-27,"6,743,706,680",23.5%,"8,563,809,350","686,798","893,107",900,"44,233",일본,일본,워터홀컴퍼니(주)
3,미션 파서블,2021-02-17,"2,989,660,480",10.4%,"2,990,227,480","331,069","331,132",930,"30,022",한국,한국,(주)메리크리스마스
4,새해전야,2021-02-10,"1,552,542,580",5.4%,"1,552,885,580","168,156","168,205",906,"21,359",한국,한국,(주)에이스메이커무비웍스
5,몬스터 헌터,2021-02-10,"965,858,800",3.4%,"971,145,800","101,631","101,942",668,"13,264",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
6,카오스 워킹,2021-02-24,"824,301,600",2.9%,"824,301,600","99,826","99,826",780,"11,173",미국,미국,롯데컬처웍스(주)롯데엔터테인먼트
7,톰과 제리,2021-02-24,"767,589,210",2.7%,"767,589,210","91,333","91,333",918,"10,470",미국,미국,워너브러더스 코리아(주)
8,어니스트 씨프,2021-02-03,"711,244,860",2.5%,"711,244,860","80,110","80,110",554,"11,012",미국,미국,(주)올스타엔터테인먼트
9,해리 포터와 불의 잔,2005-12-01,"590,584,500",2.1%,"22,054,745,400","63,960","3,494,935",49,"2,139",미국,미국,워너브러더스 코리아(주)
10,세자매,2021-01-27,"334,261,000",1.2%,"688,829,240","38,850","81,151",490,"6,774",한국,한국,(주)리틀빅픽쳐스
11,아이,2021-02-10,"294,475,020",1.0%,"294,475,020","37,303","37,303",504,"7,812",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
12,해피 투게더,1998-08-22,"247,424,210",0.9%,"278,693,710","25,925","30,291",369,"4,238",홍콩,홍콩,(주)디스테이션
13,명탐정 코난: 진홍의 수학여행,2021-01-27,"218,347,220",0.8%,"534,479,660","24,441","62,572",447,"3,984",일본,일본,(주)씨제이이엔엠
14,퍼펙트 케어,2021-02-19,"181,249,000",0.6%,"181,249,000","21,576","21,576",308,"2,707",미국,미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹"
15,고백,2021-02-24,"142,064,000",0.5%,"147,055,000","20,002","20,975",255,"2,618",한국,한국,(주)리틀빅픽쳐스
16,드림빌더,2021-02-10,"152,930,140",0.5%,"154,694,140","17,929","18,125",327,"3,043",기타,기타,(주)트리플픽쳐스
17,송가인 더 드라마,2021-02-11,"174,023,000",0.6%,"174,023,000","16,100","16,100",117,"2,686",한국,한국,(주)영화특별시에스엠씨
18,더블패티,2021-02-17,"116,002,140",0.4%,"116,002,140","13,340","13,340",265,"2,084",한국,한국,"(주)케이티알파,판씨네마(주)"
19,페어웰,2021-02-04,"102,373,700",0.4%,"108,817,700","12,234","13,052",162,"2,126",미국,"미국,중국",오드
20,엘프,2021-02-10,"99,761,300",0.3%,"99,761,300","11,859","11,859",228,"1,631",독일,독일,(주)박수엔터테인먼트
21,워 위드 그랜파,2021-02-24,"83,891,230",0.3%,"83,891,230","10,379","10,379",322,"2,305",미국,미국,"(주)키다리이엔티,(주)태양미디어그룹"
22,스트레스 제로,2021-02-03,"65,356,700",0.2%,"65,656,700","8,540","8,600",156,"1,523",한국,한국,(주)트리플픽쳐스
23,빛과 철,2021-02-18,"68,528,150",0.2%,"70,631,150","8,244","8,547",161,"1,417",한국,한국,찬란
24,화양연화,2000-10-20,"72,339,410",0.3%,"951,164,680","7,415","107,571",44,790,홍콩,"홍콩,프랑스",(주)디스테이션
25,마리오네트,2021-02-17,"60,586,600",0.2%,"60,586,600","7,318","7,318",138,"1,564",네덜란드,네덜란드,(주)이놀미디어
26,나는 나를 해고하지 않는다,2021-01-28,"54,907,740",0.2%,"136,404,000","7,250","17,568",230,"1,575",한국,한국,(주)영화사 진진
27,라스트 레터,2021-02-24,"56,288,410",0.2%,"56,288,410","6,652","6,652",160,"1,173",일본,일본,(주)스튜디오 산타클로스엔터테인먼트
28,더 레이서,2021-02-24,"53,247,500",0.2%,"53,247,500","6,470","6,470",146,846,기타,기타,(주)다자인소프트
29,타락천사,1995-12-23,"63,946,130",0.2%,"72,859,130","6,303","7,554",37,488,홍콩,홍콩,(주)디스테이션
30,세상의 모든 디저트: 러브 사라,2021-02-04,"52,705,170",0.2%,"53,233,170","6,253","6,328",117,"1,104",영국,영국,(주)티캐스트
31,캐롤,2016-02-04,"59,745,800",0.2%,"2,900,491,835","6,134","351,996",240,"1,255",미국,"미국,영국",CGV아트하우스
32,북스마트,2021-01-27,"40,334,780",0.1%,"98,896,680","4,994","14,429",124,"1,561",미국,미국,(주)콘텐츠판다
33,호라이즌 라인,2021-02-10,"32,305,070",0.1%,"32,305,070","4,716","4,716",79,715,미국,미국,(주)제이앤씨미디어그룹
34,2046,2004-10-15,"40,604,010",0.1%,"837,708,510","4,368","127,430",36,375,홍콩,홍콩,"(주)디스테이션,이십세기폭스필름코퍼레이션"
35,디지몬 어드벤처 : 라스트 에볼루션 인연,2021-02-17,"45,085,500",0.2%,"45,085,500","4,343","4,343",70,839,일본,일본,(주)얼리버드픽쳐스
36,프라미싱 영 우먼,2021-02-24,"32,962,000",0.1%,"33,172,000","4,284","4,326",70,528,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
37,인투 더 미러,2021-02-17,"37,516,170",0.1%,"39,516,170","4,198","4,398",219,"1,624",캐나다,캐나다,(주)팝엔터테인먼트
38,극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람,2021-02-25,"40,354,610",0.1%,"40,354,610","4,109","4,109",91,570,일본,일본,(주)애니플러스
39,시간의 끝에서 널 기다려,2021-02-17,"33,842,200",0.1%,"35,410,200","4,094","4,290",111,"1,245",홍콩,홍콩,(주)디스테이션
40,테슬라,2020-10-28,"20,207,000",0.1%,"205,049,950","4,041","27,482",5,24,미국,미국,(주)제이앤씨미디어그룹
41,원더,2017-12-27,"28,539,040",0.1%,"2,059,939,729","3,889","270,928",80,981,미국,미국,"CGV아트하우스,그린나래미디어(주)"
42,잃어버린 얼굴 1895,2021-02-24,"68,572,500",0.2%,"68,572,500","3,771","3,771",61,552,한국,한국,(재)서울예술단
43,해변의 에트랑제,2021-02-18,"34,204,350",0.1%,"34,204,350","3,707","3,707",92,678,일본,일본,(주)팝엔터테인먼트
44,중경삼림,1995-09-02,"36,823,300",0.1%,"129,860,800","3,526","16,053",16,64,홍콩,홍콩,(주)디스테이션
45,토이 솔져스: 가짜사나이2 더 컴플리트,2021-01-27,"32,983,500",0.1%,"108,309,800","3,125","11,116",129,"1,037",한국,한국,씨제이포디플렉스 주식회사
46,레이니 데이 인 뉴욕,2020-05-06,"21,034,000",0.1%,"807,834,200","3,090","91,881",33,806,미국,미국,"그린나래미디어(주),(주)버킷스튜디오"
47,소년시절의 너,2020-07-09,"18,508,370",0.1%,"641,293,870","3,087","76,725",11,153,중국,중국,"(주)영화특별시에스엠씨,(주)콘텐츠패밀리"
48,이 안에 외계인이 있다,2021-02-03,"27,116,130",0.1%,"28,880,130","3,068","3,264",121,897,한국,한국,"(주)스톰픽쳐스코리아,와이드 릴리즈(주)"
49,클로저,2005-02-03,"28,803,970",0.1%,"1,658,648,002","3,025","247,726",80,758,미국,미국,"(주)스튜디오디에이치엘,(주)퍼스트런,글뫼 주식회사,소니픽쳐스릴리징코리아"
50,ARKO LIVE 뮤지컬 시데레우스,2021-02-11,"44,876,500",0.2%,"44,876,500","2,992","2,992",15,296,한국,한국,(주)아이디어랩
51,서바이브 더 나잇,2021-02-03,"14,424,140",0.1%,"14,424,140","2,908","2,908",11,161,미국,미국,(주)퍼스트런
52,아비정전,1990-12-22,"25,915,800",0.1%,"194,625,400","2,741","26,845",32,343,홍콩,홍콩,(주)디스테이션
53,비포 미드나잇,2013-05-22,"25,652,200",0.1%,"1,554,212,857","2,648","212,239",76,529,미국,미국,"(주)까멜리아이엔티,(주)팝엔터테인먼트"
54,리틀드래곤 코코넛2: 정글대탐험,2021-02-24,"21,596,980",0.1%,"21,596,980","2,620","2,620",142,631,독일,독일,(주)팝엔터테인먼트
55,"구라, 베토벤",2021-02-25,"15,922,400",0.1%,"15,922,400","2,602","2,602",20,180,한국,한국,목영이엔엠
56,용루각2: 신들의 밤,2021-02-10,"14,561,790",0.1%,"14,561,790","2,435","2,435",20,275,한국,한국,(주)그노스
57,엽기적인 그녀,2001-07-26,"24,568,090",0.1%,"25,173,090","2,343","2,400",100,512,한국,한국,"이언픽쳐스,(주)시네마서비스"
58,로그시티,2021-02-11,"13,924,180",0.0%,"13,924,180","2,327","2,327",10,142,프랑스,프랑스,(주)올스타엔터테인먼트
59,폴리스,2021-02-10,"13,535,520",0.0%,"13,535,520","2,256","2,256",10,145,프랑스,프랑스,(주)퍼스트런
60,칙 파이트,2021-02-04,"13,441,210",0.0%,"13,441,210","2,234","2,234",21,153,미국,미국,주식회사 디에스이이디
61,사일런싱,2021-01-28,"14,334,740",0.0%,"36,645,920","2,137","5,010",72,340,미국,미국,(주)홈초이스
62,열혈남아,1989-10-14,"18,717,640",0.1%,"23,267,140","2,073","2,658",22,232,홍콩,홍콩,(주)디스테이션
63,어바웃 타임,2013-12-05,"14,343,500",0.0%,"25,283,190,300","2,065","3,445,650",58,436,영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
64,동사서독 리덕스,2013-12-05,"19,577,500",0.1%,"70,601,000","2,049","8,686",24,221,홍콩,"홍콩,대만","(주)디스테이션,(주)엔케이컨텐츠,(주)앤드플러스미디어웍스"
65,부에노스 아이레스 제로 디그리,,"19,325,500",0.1%,"19,325,500","1,990","1,990",10,109,홍콩,홍콩,(주)디스테이션
66,살아남은 사람들,2021-02-10,"14,309,700",0.0%,"16,202,200","1,879","2,143",35,415,헝가리,헝가리,알토미디어(주)
67,이다,2015-02-18,"12,923,390",0.0%,"133,914,735","1,639","17,522",32,375,폴란드,"폴란드,덴마크",시네마 뉴원
68,헬렌: 내 영혼의 자화상,2021-02-25,"11,394,950",0.0%,"11,394,950","1,430","1,430",39,173,기타,기타,(주)영화사 진진
69,부활: 그 증거,2020-10-08,"9,433,000",0.0%,"253,015,320","1,348","31,347",6,34,한국,한국,(주)영화사 진진
70,극장판 바이올렛 에버가든,2020-11-12,"13,086,100",0.0%,"513,327,720","1,283","59,936",4,79,일본,일본,(주)라이크콘텐츠
71,스푸트닉,2021-02-04,"10,359,640",0.0%,"10,359,640","1,191","1,191",83,484,러시아,러시아,(주)제이앤씨미디어그룹
72,미나리,2021-03-03,"9,416,000",0.0%,"9,416,000","1,009","1,009",4,10,미국,미국,판씨네마(주)
73,정브르의 동물일기,2021-02-24,"6,640,500",0.0%,"6,640,500",987,987,47,323,한국,한국,CGV ICECON
74,더 파더,2021-04-07,"9,423,000",0.0%,"9,423,000",975,975,19,111,영국,영국,판씨네마(주)
75,에로스: 왕가위 감독 특별판,,"9,220,000",0.0%,"9,220,000",974,974,7,67,홍콩,홍콩,(주)디스테이션
76,늑대와 빨간 재킷,2021-02-03,"8,525,200",0.0%,"8,525,200",950,950,74,412,프랑스,프랑스,판씨네마(주)
77,간이역,2021-02-18,"7,385,340",0.0%,"8,267,340",852,950,48,327,한국,한국,(주)드림팩트엔터테인먼트
78,블라인드,2021-01-14,"6,748,700",0.0%,"165,280,800",843,"19,140",25,152,네덜란드,네덜란드,주식회사 컨텐츠썬
79,원 데이,2012-12-13,"5,682,500",0.0%,"1,700,594,300",837,"228,563",30,276,미국,미국,"(주)영화사 그램,(주)제이앤씨미디어그룹,(주)팝파트너스"
80,어거스트 러쉬,2007-11-29,"5,717,000",0.0%,"14,369,696,500",835,"2,231,351",29,255,미국,미국,"(주)영화사 그램,CJ ENM"
81,큰엄마의 미친봉고,2021-01-21,"5,013,510",0.0%,"24,358,250",830,"3,632",12,34,한국,한국,(주)백그림
82,더 시크릿,2021-01-21,"4,543,510",0.0%,"24,078,370",755,"3,551",11,37,영국,영국,"TCO(주)더콘텐츠온,(주)스튜디오디에이치엘"
83,더 울프 오브 월스트리트,2014-01-09,"6,071,700",0.0%,"4,508,496,220",734,"588,023",31,189,미국,미국,주식회사 우리네트웍스
84,관계의 가나다에 있는 우리는,2021-01-28,"6,485,070",0.0%,"25,819,140",723,"3,343",31,257,한국,한국,(주)시네마달
85,조제,2020-12-10,"3,547,000",0.0%,"1,887,944,540",709,"210,693",5,5,한국,한국,워너브러더스 코리아(주)
86,라야와 마지막 드래곤,2021-03-04,"6,318,000",0.0%,"6,318,000",702,702,6,7,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
87,카페 소사이어티,2016-09-14,"4,652,500",0.0%,"1,055,164,166",669,"127,556",33,204,미국,미국,"찬란,CGV아트하우스"
88,트라이얼 오브 더 시카고 7,2020-10-07,"5,446,800",0.0%,"41,340,530",626,"5,038",20,108,미국,미국,메가박스중앙(주)플러스엠
89,아홉수 로맨스,2021-02-24,"5,864,680",0.0%,"5,864,680",608,608,24,92,한국,한국,(주)스튜디오 보난자
90,내겐 너무 어려운 연애,2021-02-04,"5,571,560",0.0%,"5,571,560",602,602,32,219,이탈리아,이탈리아,"(주)디오시네마,(주)태양미디어그룹"
91,서치,2018-08-29,"4,134,500",0.0%,"25,288,599,845",600,"2,950,697",31,195,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
92,블러바드,2015-08-13,"5,119,670",0.0%,"92,342,970",582,"11,708",23,192,미국,미국,"주식회사 블루필름웍스,주식회사 마운틴픽쳐스,TCO(주)더콘텐츠온"
93,너의 이름은.,2017-01-04,"5,536,140",0.0%,"30,067,631,036",580,"3,737,155",6,31,일본,일본,메가박스중앙(주)플러스엠
94,런,2020-11-20,"4,997,000",0.0%,"2,608,259,370",568,"284,141",4,7,미국,미국,(주)올스타엔터테인먼트
95,미드나잇 버스,2021-02-04,"4,713,580",0.0%,"4,773,080",559,565,26,195,일본,일본,(주)라이크콘텐츠
96,날씨의 아이,2019-10-30,"4,958,410",0.0%,"5,865,047,120",518,"715,567",3,41,일본,일본,"메가박스중앙(주)플러스엠,(주)미디어캐슬,워터홀컴퍼니(주)"
97,테넷,2020-08-26,"5,019,000",0.0%,"18,464,298,170",502,"1,998,987",17,90,미국,미국,워너브러더스 코리아(주)
98,늑대와 춤을,1991-03-31,"3,461,500",0.0%,"87,586,420",430,"10,327",21,77,미국,미국,"(주)더세컨드웨이브,(주)영화특별시에스엠씨"
99,제이티 르로이,2021-01-21,"2,407,000",0.0%,"19,429,700",421,"2,474",8,71,미국,미국,(주)영화사 빅
100,일대종사,2013-08-22,"3,444,000",0.0%,"738,912,000",402,"102,113",3,18,중국,중국,CGV아트하우스
101,스포트라이트,2016-02-24,"3,377,500",0.0%,"2,417,134,775",401,"302,123",22,139,미국,미국,(주)팝엔터테인먼트
102,키드,1989-12-15,"3,329,380",0.0%,"20,581,220",398,"2,460",17,116,프랑스,프랑스,(주)엣나인필름
103,맨체스터 바이 더 씨,2017-02-15,"3,072,200",0.0%,"451,946,100",382,"56,378",24,137,미국,미국,THE 픽쳐스
104,라스칼라 갈라 콘서트: 별들을 다시 보려고,2021-02-01,"10,059,550",0.0%,"10,059,550",366,366,10,75,이탈리아,이탈리아,일미디어
105,타오르는 여인의 초상,2020-01-16,"3,298,500",0.0%,"1,280,081,338",365,"152,031",17,68,프랑스,프랑스,"그린나래미디어(주),(주)홈초이스"
106,덩케르크,2017-07-20,"3,590,000",0.0%,"24,702,801,848",359,"2,805,578",1,6,미국,"미국,영국",워너브러더스 코리아(주)
107,원더 우먼 1984,2020-12-23,"2,957,940",0.0%,"4,938,591,400",349,"546,897",29,108,미국,미국,워너브러더스 코리아(주)
108,극장판 기븐,2020-11-26,"3,133,010",0.0%,"39,327,780",342,"4,469",3,54,일본,일본,(주)애니플러스
109,멀리가지마라,2021-03-04,"2,961,000",0.0%,"2,961,000",329,329,4,5,한국,한국,(주)영화사오원
110,원 챈스,2014-03-13,"2,519,960",0.0%,"596,051,060",324,"81,371",19,120,영국,"영국,미국","(주)라이크콘텐츠,(주)넥스트엔터테인먼트월드(NEW)"
111,에이바,2020-09-09,"1,500,000",0.0%,"193,234,250",300,"25,744",2,2,미국,미국,(주)제이앤씨미디어그룹
111,바바 야가: 숲의 악령,2021-02-18,"1,500,000",0.0%,"1,500,000",300,300,5,15,러시아,러시아,주식회사 풍경소리
113,온워드: 단 하루의 기적,2020-06-17,"2,930,500",0.0%,"3,593,740,120",298,"418,382",18,95,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
114,엠마,2020-02-27,"2,728,500",0.0%,"37,383,500",293,"5,387",19,68,영국,영국,유니버설픽쳐스인터내셔널 코리아(유)
115,산 파블로,,"572,000",0.0%,"1,951,000",286,811,1,12,미국,미국,
116,초속5센티미터,2007-06-21,"2,695,170",0.0%,"268,640,122",280,"44,458",3,31,일본,일본,"(주)미디어캐슬,대원디지털엔터테인먼트,(주)팝엔터테인먼트"
117,이웃사촌,2020-11-25,"1,398,000",0.0%,"3,709,121,750",277,"431,559",3,4,한국,한국,"(주)리틀빅픽쳐스,(주)트리니티픽쳐스"
118,파힘,2021-01-21,"2,129,200",0.0%,"52,495,900",275,"6,822",23,106,프랑스,프랑스,(주)디스테이션
119,허트 로커,2010-04-22,"2,293,000",0.0%,"1,302,709,200",259,"173,840",26,88,미국,미국,"(주)까멜리아이엔티,(주)스마일이엔티,(주)넥스트엔터테인먼트월드(NEW)"
120,BBC프롬스: 아르헤리치와 바렌보임 콘서트,2021-02-02,"7,423,050",0.0%,"7,423,050",250,250,13,83,독일,독일,(주)케빈앤컴퍼니
121,더 프롬,2020-12-02,"2,014,000",0.0%,"215,934,730",244,"24,879",16,83,미국,미국,메가박스중앙(주)플러스엠
122,데스 숏컷,2021-02-03,"1,526,720",0.0%,"1,526,720",241,241,10,61,기타,기타,(주)박수엔터테인먼트
123,릴리 슈슈의 모든 것,2005-06-23,"2,388,870",0.0%,"63,492,918",240,"9,620",6,25,일본,일본,"(주)미디어캐슬,(주)튜브엔터테인먼트"
124,커넥트,2021-01-20,"2,007,750",0.0%,"127,565,260",234,"14,374",36,90,미국,미국,(주)이수C&E
125,힐빌리의 노래,2020-11-11,"2,047,300",0.0%,"32,730,080",232,"3,878",29,81,미국,미국,메가박스중앙(주)플러스엠
126,자렌에서의 탈출,,"462,000",0.0%,"462,000",231,231,1,12,미국,미국,
127,독수리 요새,,"426,000",0.0%,"1,504,000",213,702,1,12,미국,미국,
128,맛있는 여자,2021-02-09,"1,071,000",0.0%,"1,071,000",212,212,20,22,한국,한국,(주)로드하우스
128,동생의 아내,2021-02-16,"1,071,000",0.0%,"1,071,000",212,212,20,22,한국,한국,(주)로드하우스
130,모녀의 노예,2021-02-23,"1,059,000",0.0%,"1,059,000",210,210,20,20,한국,한국,(주)로드하우스
131,아메리칸 허슬,2014-02-20,"1,746,000",0.0%,"1,200,388,670",206,"156,093",20,74,미국,미국,(주)누리픽쳐스
132,리골레토,2013-09-28,"5,172,800",0.0%,"37,945,300",202,"1,500",7,40,미국,미국,(주) 인스터 글로벌
133,문라이트,2017-02-22,"1,678,800",0.0%,"1,419,062,175",201,"179,537",19,101,미국,미국,CGV아트하우스
134,아웃포스트,2020-09-23,"1,000,000",0.0%,"441,284,870",200,"53,504",1,1,미국,미국,(주)제이앤씨미디어그룹
134,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,2020-10-22,"2,203,180",0.0%,"703,911,610",200,"77,513",1,11,일본,일본,(주)애니플러스
134,내가 죽던 날,2020-11-12,"1,001,000",0.0%,"2,142,448,020",200,"234,522",2,2,한국,한국,워너브러더스 코리아(주)
137,맹크,2020-11-18,"1,900,000",0.0%,"37,963,560",198,"4,234",22,83,미국,미국,메가박스중앙(주)플러스엠
138,그들의 씨받이,2021-02-18,"918,000",0.0%,"918,000",197,197,17,26,한국,한국,(주)케이알씨지
139,마이 미씽 발렌타인,2021-01-14,"1,742,950",0.0%,"61,691,020",193,"7,989",7,33,기타,기타,(주)트리플픽쳐스
140,누구나 비밀은 있다- 간호일기,2021-02-10,"912,000",0.0%,"912,000",191,191,10,20,한국,한국,(주)케이알씨지
140,베로니카의 이중생활,1991-11-09,"1,031,000",0.0%,"33,314,100",191,"4,108",2,9,프랑스,프랑스,"(주)영화사 안다미로,㈜영화사 백두대간"
142,자산어보,2021-03-31,"945,000",0.0%,"945,000",189,189,1,1,한국,한국,메가박스중앙(주)플러스엠
142,라라랜드,2016-12-07,"1,588,000",0.0%,"30,956,080,708",189,"3,753,754",10,30,미국,미국,판씨네마(주)
144,센소,,"372,000",0.0%,"5,027,000",186,"1,630",1,12,이탈리아,이탈리아,
145,밤빛,2021-03-04,"1,721,000",0.0%,"2,274,000",182,269,1,2,한국,한국,영화배급협동조합 씨네소파
146,모추어리 컬렉션,2021-01-21,"1,585,600",0.0%,"33,827,400",180,"3,947",13,80,미국,미국,(주)이놀미디어
146,하나와 앨리스,2004-11-17,"1,744,700",0.0%,"592,105,700",180,"93,113",5,33,일본,일본,"(주)미디어캐슬,(주)팝엔터테인먼트,쇼이스트(주)"
148,지저귀는 새는 날지 않는다,2020-07-16,"2,045,000",0.0%,"79,490,000",175,"8,814",1,3,일본,일본,(주)팝엔터테인먼트
148,우정어린 설복,,"350,000",0.0%,"6,572,000",175,"3,275",1,9,미국,미국,
150,목소리의 형태,2017-05-09,"1,134,000",0.0%,"2,174,593,714",162,"276,625",1,7,일본,일본,(주)디스테이션
151,리즈와 파랑새,2018-10-09,"1,128,000",0.0%,"175,992,400",161,"21,371",1,7,일본,일본,"(주)디스테이션,플레이리스트(주)"
152,라이브 하드,2021-02-25,"1,445,070",0.0%,"1,445,070",157,157,10,30,한국,한국,(주)드림팩트엔터테인먼트
153,달콤한 인생,,"1,122,000",0.0%,"14,933,000",155,"4,403",1,4,이탈리아,"이탈리아,프랑스",
154,맥베스,2018-10-07,"3,186,000",0.0%,"38,640,900",148,"1,667",7,31,독일,독일,(주)케빈앤컴퍼니
154,디데이,,"306,000",0.0%,"1,684,000",148,854,1,12,미국,미국,
156,다크 나이트,2008-08-06,"1,469,000",0.0%,"28,208,396,040",147,"4,228,355",1,2,미국,미국,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)"
156,와일드 번치,,"294,000",0.0%,"1,053,000",147,449,1,12,미국,미국,
158,아웃 원,,"735,500",0.0%,"2,678,500",142,456,1,8,프랑스,프랑스,
159,세 가지 색 : 블루,1994-04-23,"752,000",0.0%,"26,401,800",137,"3,480",1,9,프랑스,프랑스,"(주)영화사 안다미로,㈜영화사 백두대간"
160,폭스캐처,2015-02-05,"1,227,500",0.0%,"211,980,621",136,"26,755",14,54,미국,미국,그린나래미디어(주)
161,라 트라비아타,2018-03-04,"1,502,000",0.0%,"23,005,000",134,"1,628",1,8,독일,독일,(주)케빈앤컴퍼니
162,여섯번째의 행복,,"264,000",0.0%,"6,661,000",132,"3,318",1,6,미국,미국,
163,풍운의 젠다성,,"258,000",0.0%,"3,329,000",129,"1,634",1,16,미국,미국,
164,요요현상,2021-01-14,"979,000",0.0%,"9,555,340",128,"1,058",7,65,한국,한국,영화배급협동조합 씨네소파
165,사라센의 칼,2021-01-14,"793,970",0.0%,"3,838,970",124,472,4,22,한국,한국,(주)콘텐츠윙
166,일식,,"246,000",0.0%,"13,512,500",123,"4,390",1,9,이탈리아,"이탈리아,프랑스",
167,파티마의 기적,2020-12-03,"385,000",0.0%,"134,140,600",121,"16,844",1,11,미국,미국,(주)디스테이션
167,이별의 아침에 약속의 꽃을 장식하자,2018-07-19,"1,140,870",0.0%,"330,321,500",121,"39,251",2,21,일본,일본,(주)미디어캐슬
